HomeTeam_AwayTeam_Match_ID,Date,HomeTeamWinOdd,HomeTeamDrawOdd,HomeTeamLoseOdd,BtsYes,BtsNo,Over_05,Over_15,Over_25,Over_35,Over_45,Under_05,Under_15,Under_25,Under_35,Under_45,HandiCap_min2_W,HandiCap_min1_W,HandiCap_plus1_W,HandiCap_plus2_W,HandiCap_min2_D,HandiCap_min1_D,HandiCap_plus1_D,HandiCap_plus2_D,HandiCap_min2_L,HandiCap_min1_L,HandiCap_plus1_L,HandiCap_plus2_L
italy-england-4U8yxaPL,11 Jul 2021,3.38,2.93,2.54,2.10,1.70,1.12,1.57,2.76,5.45,11.23,6.03,2.43,1.46,1.15,1.04,23.00,7.98,1.51,1.13,9.80,4.55,3.78,6.80,1.06,1.31,5.17,13.40
england-denmark-CGkRmO1G,07 Jul 2021,1.76,3.49,5.70,2.21,1.65,1.10,1.48,2.46,4.69,9.79,7.39,2.74,1.58,1.20,1.06,7.16,3.16,1.14,1.02,4.93,3.28,6.41,15.67,1.31,2.07,14.96,46.67
italy-spain-KSL7Mgfs,06 Jul 2021,2.53,3.18,3.14,1.97,1.81,1.09,1.45,2.39,4.44,8.82,7.17,2.80,1.60,1.21,1.07,13.10,5.08,1.34,1.09,7.03,3.86,4.48,9.00,1.13,1.51,6.97,19.00
ukraine-england-f109QTeh,03 Jul 2021,7.74,4.03,1.53,2.30,1.61,1.08,1.40,2.28,4.14,8.11,8.45,3.00,1.66,1.24,1.07,55.00,21.43,2.57,1.47,21.00,7.80,3.30,4.38,1.02,1.08,2.46,4.99
czech-republic-denmark-WbNfqHLt,03 Jul 2021,4.02,3.10,2.17,2.12,1.70,1.11,1.50,2.56,4.83,10.08,6.80,2.63,1.53,1.18,1.05,28.33,9.67,1.66,1.18,11.63,5.17,3.63,6.10,1.04,1.23,4.31,10.33
belgium-italy-I393lDd7,02 Jul 2021,3.42,3.18,2.35,1.92,1.86,1.09,1.42,2.32,4.26,8.82,7.87,2.94,1.64,1.23,1.07,21.27,7.80,1.58,1.16,10.03,4.72,3.75,6.86,1.07,1.31,4.79,11.42
switzerland-spain-KGNpv7sc,02 Jul 2021,5.89,3.90,1.66,1.76,2.04,1.04,1.25,1.79,2.92,5.29,11.80,4.10,2.07,1.42,1.15,37.33,12.96,2.24,1.42,15.33,6.80,3.57,4.96,1.02,1.14,2.65,5.18
sweden-ukraine-0Whak0Dn,29 Jun 2021,2.32,3.25,3.44,1.90,1.87,1.08,1.40,2.28,4.05,7.89,7.52,2.97,1.66,1.25,1.08,11.00,4.49,1.30,1.07,6.57,3.88,4.78,9.97,1.17,1.58,7.53,21.33
england-germany-SrOpWxDO,29 Jun 2021,2.43,3.36,3.12,1.81,1.97,1.07,1.36,2.10,3.70,7.46,9.06,3.25,1.77,1.29,1.09,11.32,4.75,1.35,1.09,6.58,3.93,4.70,9.17,1.16,1.55,6.75,17.97
france-switzerland-407TfMkP,28 Jun 2021,1.63,3.88,6.25,2.05,1.75,1.07,1.36,2.10,3.76,7.33,9.23,3.27,1.78,1.29,1.10,5.65,2.75,1.13,1.01,4.84,3.37,6.78,16.00,1.40,2.26,15.53,45.00
